FORMULA,Process Method,Process Condition,Measurement Method,Measuremet T (Â°C),Measuremet P (MPa),Structure: Exp Density (g/cm^3),Structure: Calculated Density (g/cm^3),Structure: Grain Size (Î¼m),Structure: BCC/FCC/other,Structure: Microstructure,Structure: Grain Boundary Characteristics,Structure: Defect Density (1/m^3),Structure: Thickness (nm),Position: X,Position: Y,Mechanics: Hardness (HV),Mechanics: Yield strength (MPa),Mechanics: Ultra tensle strength (MPa),Mechanics: Fatigue Strength (MPa),Mechanics: Specific strength (Mpa/ (g/cm^3)),Mechanics: Exp Young modulus (GPa),Mechanics: Calculated Young modulus (GPa),Mechanics: Shear Modulus (GPa),Mechanics: Bulk Modulus (GPa),Mechanics: Fracture Elongation (%),Mechanics: Plastic Elongation (%),Mechanics: Friction Coefficient,Mechanics: Fracture Toughness (MPa/m^2),Mechanics: Poisson's Ratio,Mechanics: Speed of Sound (m/s),Thermo: Melting Point (Â°C),Thermo: Phase Transition Temperature (Â°C),Thermo: Specific Heat Capacity (J/(kgÂ·K)),Thermo: Binding Energy (kJ/mol),Thermo: Mixing Entropy (J/(molÂ·K)),Thermo: Mixing Enthalpy (kJ/mol),Thermo: Cohesive Energy (kJ/mol),Thermo: Thermal Expansion Coefficient (1/K),Thermo: Thermal Conductivity (W/(mÂ·K)),Magnetics: Magnetization (A/m),Magnetics: Saturation Magnetization (AÂ·m^2/kg),Magnetics: Coercivity (A/m),Magnetics: Magnetic Permeability (H/m),Magnetics: Curie Temperature (Â°C),Magnetics: Magnetic Hysteresis Loss (J/m^3),Thermoelectricity: Seebeck Coefficient (Î¼V/K),Thermoelectricity: Electrical Conductivity (S/m),Thermoelectricity: Thermal Conductivity (W/mÂ·K),Thermoelectricity: Figure of Merit,Electricity: Electrical Resistivity (Î©Â·m),Electricity: Dielectric Constant,Electricity: Dielectric Breakdown Strength (V/m),Electricity: Conductivity (S/m),Electricity: Capacitance (F),Electricity: Band Gap (eV),Electricity: Electron Mobility (cmÂ²/VÂ·s),Piezoelectricity: Piezoelectric Coefficient (m/V),Piezoelectricity: Electromechanical Coupling Coefficient,Piezoelectricity: Piezoelectric Strain Constant (m/V),Piezoelectricity: Piezoelectric Modulus (Pa),Piezoelectricity: Mechanical Quality Factor,Optics: Refractive Index,Optics: Optical Band Gap (eV),Optics: Transmittance (%),Optics: Absorption Coefficient (cm?»Â?,Optics: Abbe Number,Electrochemistry: Open Circuit Potential (V),Electrochemistry: Electrochemical Impedance (Î©),Electrochemistry: Charge Transfer Resistance (Î©),Electrochemistry: Exchange Current Density (A/mÂ²),Electrochemistry: Passivation Potential (V),Electrochemistry: Critical Pitting Temperature (Â°C),Electrochemistry: Corrosion Rate (mm/year),Electrochemistry: Corrosion Resistance Index,Electrochemistry: Corrosion Current Density (A/mÂ²),Others: DOI,Others: Reference,Others: Details,appendix_1,appendix_2(hardness+-deviation),appendix_3(Exp. Young modulus+-deviation),Unnamed: 82
CrHfNbTiZr,CAST,,C,25.0,,8.2,8.235104701,,other,BCC+Laves,,,,,,464.0,1375.0,2130.0,,259.7560976,112.0,113.7863248,,,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prof.Yeh-RHEA,,,464,112,
CrMo0.5NbTa0.5TiZr,,,,25.0,,8.0,7.995408725,,other,BCC+Sec.,,,,,,,1595.0,,,,,149.4081575,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,BCC + Im,,,,
CrMo0.5NbTa0.5TiZr,,,,800.0,,8.0,7.995408725,,other,BCC+Sec.,,,,,,,983.0,,,,,149.4081575,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,BCC + Im,,,,
CrMo0.5NbTa0.5TiZr,,,,1000.0,,8.0,7.995408725,,other,BCC+Sec.,,,,,,,546.0,,,,,149.4081575,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,BCC + Im,Elongation>50,,,
CrMo0.5NbTa0.5TiZr,,,,1200.0,,8.0,7.995408725,,other,BCC+Sec.,,,,,,,170.0,,,,,149.4081575,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,BCC + Im,Elongation>50,,,
CrMo0.5NbTa0.5TiZr,,,C,25.0,,8.0,7.995408725,,other,BCC+Sec.,,,,,,540.0,1595.0,2046.0,,255.75,,149.4081575,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,BCC + Im,,540,,
CrMo0.5NbTa0.5TiZr,OTHER,,C,25.0,,8.23,7.995408725,,other,BCC+Laves,,,,,,539.5,1600.0,,,,,149.4081575,,,5.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prof.Yeh-RHEA,-,,539 - 540  ,,
CrMo0.5NbTiV,OTHER,,C,25.0,,6.942,6.993070726,,BCC,BCC,,,,,,,1610.0,1739.0,,250.5041775,,167.742268,,,6.4,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prof.Yeh-RHEA,,,,,
CrMoNbTa0.125TiV0.375Zr0.5,ANNEAL,,C,25.0,,7.6,7.586674955,,other,BCC+Laves,,,,,,,1650.344,,,,,173.5633117,,,1.9,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prof.Yeh-RHEA,,,,,
CrMoNbTa0.25TiV0.25Zr0.5,ANNEAL,,C,25.0,,7.88,7.864357741,,other,BCC+Laves,,,,,,,1650.0,,,,,174.8514008,,,1.9,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prof.Yeh-RHEA,,,,,
CrMoNbTa0.375TiV0.125Zr0.5,ANNEAL,,C,25.0,,8.15,8.138541747,,other,BCC+Laves,,,,,,,1693.634,,,,,176.12326,,,2.1,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prof.Yeh-RHEA,,,,,
CrMoNbTa0.5TiZr0.5,ANNEAL,,C,25.0,,8.42,8.409292685,,other,BCC+Laves,,,,,,,1713.954,,,,,177.3791943,,,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prof.Yeh-RHEA,,,,,
CrMoNbTiV0.5Zr0.5,ANNEAL,,C,25.0,,7.32,7.30542599,,other,BCC+Laves,,,,,,,1576.0,,,,,172.2586802,,,2.9,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prof.Yeh-RHEA,,,,,
CrNbTi1.89V0.56,CAST,,C,25.0,,6.17,6.161703106,,BCC,BCC,,,,,,,990.0,,,,,142.0401973,,,50.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prof.Yeh-RHEA,,Elongation>50,,,
CrNbTiVZr,,,,25.0,,6.6,6.562205721,,other,BCC+Sec.,,,,,,,1298.0,,,,,125.5266458,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,BCC + Im,,,,
CrNbTiVZr,,,,600.0,,6.6,6.562205721,,other,BCC+Sec.,,,,,,,1230.0,,,,,125.5266458,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,BCC + Im,,,,
CrNbTiVZr,,,,800.0,,6.6,6.562205721,,other,BCC+Sec.,,,,,,,615.0,,,,,125.5266458,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,BCC + Im,Elongation>50,,,
CrNbTiVZr,,,,1000.0,,6.6,6.562205721,,other,BCC+Sec.,,,,,,,259.0,,,,,125.5266458,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,BCC + Im,Elongation>50,,,
CrNbTiVZr,,,C,25.0,,6.6,6.562205721,,other,BCC+Sec.,,,,,,482.0,1298.0,,,,,125.5266458,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,BCC + Im,,482,,
CrNbTiVZr,OTHER,,C,25.0,,6.57,6.562205721,,other,BCC+Laves,,,,,,481.5,1300.0,,,,,125.5266458,,,3.0,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prof.Yeh-RHEA,-,,481 - 482  ,,
CrNbTiZr,,,,25.0,,6.6,6.647787453,,other,BCC+Sec.,,,,,,,1260.0,,,,,125.0449438,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,BCC + Im,,,,
CrNbTiZr,,,,600.0,,6.6,6.647787453,,other,BCC+Sec.,,,,,,,1035.0,,,,,125.0449438,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,BCC + Im,Elongation>50,,,
CrNbTiZr,,,,800.0,,6.6,6.647787453,,other,BCC+Sec.,,,,,,,300.0,,,,,125.0449438,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,BCC + Im,Elongation>50,,,
CrNbTiZr,,,,1000.0,,6.6,6.647787453,,other,BCC+Sec.,,,,,,,115.0,,,,,125.0449438,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,BCC + Im,Elongation>50,,,
CrNbTiZr,,,C,25.0,,6.6,6.647787453,,other,BCC+Sec.,,,,,,418.0,1260.0,,,,,125.0449438,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,BCC + Im,,418,,
CrNbTiZr,OTHER,,C,25.0,,6.67,6.647787453,,other,BCC+Laves,,,,,,418.0,1260.0,,,,,125.0449438,,,6.0,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prof.Yeh-RHEA,-,,418,,
Cu1Fe1Ni1Ti1V1Zr1,CAST,,,25.0,,,6.8,,other,,,,,,,590.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1002/adem.200300567,,,,590,,
Cu1Mn1Ni1Sn0.053,CAST,,C,25.0,,,8.4,,other,FCC+Sec.,,,,,,205.0,380.0,,,,,,,,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1016/j.jallcom.2015.07.285,,,,205,,
Cu1Mn1Ni1Sn0.111,CAST,,C,25.0,,,8.3,,other,FCC+Sec.,,,,,,318.0,630.0,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1016/j.jallcom.2015.07.285,,,,318,,
Cu1Mn1Ni1Zn0.25,CAST,,C,25.0,,,8.3,,FCC,FCC,,,,,,109.0,140.0,,,,,169.0,,,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1016/j.jallcom.2015.07.285,,,,109,,
Cu1Mn1Ni1Zn0.333,CAST,,C,25.0,,,8.3,,FCC,FCC,,,,,,147.0,215.0,,,,,167.0,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1016/j.jallcom.2015.07.285,,,,147,,
CuFeNiTiVZr,,,,25.0,,6.8,6.846139111,,other,Other,,,,,,590.0,,,,,,130.0139483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,,,590,0,
Fe1Mn1Ni1,WROUGHT,,T,25.0,,,8.1,,FCC,FCC,,,,,,,529.0,613.0,,75.67901235,182.0,203.0,,,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1016/j.actamat.2019.04.017,,,,,182,
Fe1Mn1Ni1,WROUGHT,,T,25.0,,,8.1,,FCC,FCC,,,,,,,522.0,601.0,,74.19753086,182.0,203.0,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1016/j.actamat.2019.04.017,,,,,182,
Fe1Mn1Ni1,WROUGHT,,T,25.0,,,8.1,,FCC,FCC,,,,,,,460.0,599.0,,73.95061728,182.0,203.0,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1016/j.actamat.2019.04.017,,,,,182,
Fe1Mn1Ni1,WROUGHT,,T,25.0,,,8.1,,FCC,FCC,,,,,,,407.0,536.0,,66.17283951,182.0,203.0,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1016/j.actamat.2019.04.017,,,,,182,
Fe1Mn1Ni1,WROUGHT,,T,25.0,,,8.1,,FCC,FCC,,,,,,,372.0,542.0,,66.91358025,182.0,203.0,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1016/j.actamat.2019.04.017,,,,,182,
Fe1Mn1Ni1,WROUGHT,,T,25.0,,,8.1,,FCC,FCC,,,,,,,322.0,554.0,,68.39506173,182.0,203.0,,,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1016/j.actamat.2019.04.017,,,,,182,
Fe1Mn1Ni1,WROUGHT,,T,25.0,,,8.1,,FCC,FCC,,,,,,,221.0,602.0,,74.32098765,,203.0,,,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1016/j.actamat.2014.08.026,,,,,,
Fe1Mo1Nb1Ti1V1,CAST,,C,25.0,,,7.4,,other,BCC+B2,,,,,,699.0,1707.0,,,,,,,,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1007/s40195-019-00935-x,,,,699,,
Fe1Mo1Ni1Ti1V1Zr1,CAST,,,25.0,,,7.1,,other,BCC+Sec.,,,,,,740.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1002/adem.200300567,,,,740,,
FeMnNi,,,T,25.0,,8.1,8.058794341,,FCC,FCC,,,,,,,221.0,602.0,,74.32098765,,203.0095102,,,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,FCC,,,0,
FeMoNiTiVZr,,,,25.0,,7.1,7.146875446,,other,BCC+Sec.,,,,,,740.0,,,,,,163.3220914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,BCC + Im,,740,,
FeNi,,,C,25.0,,8.375,8.372690058,,FCC,FCC,,,,,,,185.0,,,,,205.7010234,,,35.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prof.Yeh-3dtransitional,"{'Thermo-Calc TCHEA3 1000C': nan, 'FCC': 100.0, 'Cu-rich FCC': nan, 'BCC (FeCr-rich)': nan, 'BCC_B2 (NiAl-rich)': nan, 'Ni31Si12': nan, 'C14_Laves': nan, 'Sigma': nan, 'Cr3Si': nan, 'Mu phase': nan, 'M23C6': nan, 'M7C3': nan, 'Co2Si': nan, 'T6CuNiTi': nan, 'Graphite': nan}",,,,
FeNiCo,,,C,25.0,,8.525,8.524402703,,FCC,FCC,,,,,,,211.0,,,,,206.7823096,,,30.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prof.Yeh-3dtransitional,"{'Thermo-Calc TCHEA3 1000C': nan, 'FCC': 100.0, 'Cu-rich FCC': nan, 'BCC (FeCr-rich)': nan, 'BCC_B2 (NiAl-rich)': nan, 'Ni31Si12': nan, 'C14_Laves': nan, 'Sigma': nan, 'Cr3Si': nan, 'Mu phase': nan, 'M23C6': nan, 'M7C3': nan, 'Co2Si': nan, 'T6CuNiTi': nan, 'Graphite': nan}",,,,
FeNiCoCr,,,C,25.0,,8.175,8.175043328,,FCC,FCC,,,,,,,274.0,,,,,225.7139231,,,38.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prof.Yeh-3dtransitional,"{'Thermo-Calc TCHEA3 1000C': nan, 'FCC': 100.0, 'Cu-rich FCC': nan, 'BCC (FeCr-rich)': nan, 'BCC_B2 (NiAl-rich)': nan, 'Ni31Si12': nan, 'C14_Laves': nan, 'Sigma': nan, 'Cr3Si': nan, 'Mu phase': nan, 'M23C6': nan, 'M7C3': nan, 'Co2Si': nan, 'T6CuNiTi': nan, 'Graphite': nan}",,,,
FeNiCoMn,,,C,25.0,,8.245,8.245835379,,FCC,FCC,,,,,,,170.0,,,,,204.4519856,,,41.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prof.Yeh-3dtransitional,"{'Thermo-Calc TCHEA3 1000C': nan, 'FCC': 100.0, 'Cu-rich FCC': nan, 'BCC (FeCr-rich)': nan, 'BCC_B2 (NiAl-rich)': nan, 'Ni31Si12': nan, 'C14_Laves': nan, 'Sigma': nan, 'Cr3Si': nan, 'Mu phase': nan, 'M23C6': nan, 'M7C3': nan, 'Co2Si': nan, 'T6CuNiTi': nan, 'Graphite': nan}",,,,
FeNiMn,,,C,25.0,,8.055,8.058794341,,FCC,FCC,,,,,,,221.0,,,,,203.0095102,,,35.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prof.Yeh-3dtransitional,"{'Thermo-Calc TCHEA3 1000C': nan, 'FCC': 100.0, 'Cu-rich FCC': nan, 'BCC (FeCr-rich)': nan, 'BCC_B2 (NiAl-rich)': nan, 'Ni31Si12': nan, 'C14_Laves': nan, 'Sigma': nan, 'Cr3Si': nan, 'Mu phase': nan, 'M23C6': nan, 'M7C3': nan, 'Co2Si': nan, 'T6CuNiTi': nan, 'Graphite': nan}",,,,
Hf0.05Mo0.12Ti0.32V0.195Zr0.315,CAST,,C,25.0,,6.55,6.620694816,,other,BCC+Laves,,,,,,,1371.5,,,,,117.9307007,,,13.95,7.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prof.Yeh-RHEA,,,,,
Hf0.05Mo0.165Ti0.35V0.30Zr0.135,CAST,,C,25.0,,6.6,6.688256359,,other,BCC+Laves,,,,,,,1416.0,,,,,139.5401746,,,23.0,15.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prof.Yeh-RHEA,,,,,
Hf0.05Nb0.155Si0.095Ti0.35V0.35,CAST,,C,25.0,,5.875,5.978483412,,other,BCC+Sec.,,,,,,,1307.5,,,,,107.304046,,,25.2,15.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prof.Yeh-RHEA,,,,,
Hf0.06Mo0.195Si0.065Ti0.35V0.33,CAST,,C,25.0,,6.48,6.553483922,,other,BCC+Sec.,,,,,,,1806.0,,,,,150.1605016,,,14.7,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prof.Yeh-RHEA,,,,,
Hf0.25Nb0.125Ti1V0.5Zr0.5,CAST,,C,25.0,,,6.6,,BCC,BCC,,,,,,332.4,1115.0,,,,,100.0,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1007/s40195-019-00921-3,,,Elongation>50,332.4,,
Hf0.25Nb0.25Ti1V0.5Zr0.5,CAST,,C,25.0,,,6.7,,BCC,BCC,,,,,,322.5,1065.0,,,,,100.0,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1007/s40195-019-00921-3,,,Elongation>50,322.5,,
Hf0.25Nb0.25Ti1V0.5Zr0.5,CAST,,C,600.0,,,6.7,,BCC,BCC,,,,,,322.5,718.0,,,,,100.0,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1007/s40195-019-00921-3,,,Elongation>50,322.5,,
Hf0.25Nb0.25Ti1V0.5Zr0.5,CAST,,C,800.0,,,6.7,,BCC,BCC,,,,,,322.5,135.0,,,,,100.0,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1007/s40195-019-00921-3,,,Elongation>50,322.5,,
Hf0.25Nb0.375Ti1V0.5Zr0.5,CAST,,C,25.0,,,6.8,,BCC,BCC,,,,,,318.9,1025.0,,,,,100.0,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1007/s40195-019-00921-3,,,Elongation>50,318.9,,
Hf0.25Nb0.5Ti1V0.5Zr0.5,CAST,,C,25.0,,,6.9,,BCC,BCC,,,,,,310.4,980.0,,,,,101.0,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1007/s40195-019-00921-3,,,Elongation>50,310.4,,
Hf0.25Nb0.5Ti1V0.5Zr0.5,CAST,,C,600.0,,,6.9,,BCC,BCC,,,,,,310.4,859.0,,,,,101.0,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1007/s40195-019-00921-3,,,Elongation>50,310.4,,
Hf0.25Nb0.5Ti1V0.5Zr0.5,CAST,,C,800.0,,,6.9,,BCC,BCC,,,,,,310.4,195.0,,,,,101.0,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1007/s40195-019-00921-3,,,Elongation>50,310.4,,
Hf0.25Ti1V0.5Zr0.5,CAST,,C,25.0,,,6.5,,BCC,BCC,,,,,,338.3,1160.0,,,,,100.0,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1007/s40195-019-00921-3,,,Elongation>50,338.3,,
Hf0.25Ti1V0.5Zr0.5,CAST,,C,600.0,,,6.5,,BCC,BCC,,,,,,338.3,405.0,,,,,100.0,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1007/s40195-019-00921-3,,,Elongation>50,338.3,,
Hf0.25Ti1V0.5Zr0.5,CAST,,C,800.0,,,6.5,,BCC,BCC,,,,,,338.3,85.0,,,,,100.0,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1007/s40195-019-00921-3,,,Elongation>50,338.3,,
Hf0.26Nb1Ta1Ti0.578Zr0.416,CAST,,C,60.0,,,10.4,,BCC,BCC,,,,,,,795.0,,,,,122.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1080/14786435.2015.1028506,,,,,,
Hf0.26Nb1Ta1Ti0.578Zr0.416,CAST,,C,100.0,,,10.4,,BCC,BCC,,,,,,,765.0,,,,,122.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1080/14786435.2015.1028506,,,,,,
Hf0.26Nb1Ta1Ti0.578Zr0.416,CAST,,C,200.0,,,10.4,,BCC,BCC,,,,,,,650.0,,,,,122.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1080/14786435.2015.1028506,,,,,,
Hf0.26Nb1Ta1Ti0.578Zr0.416,CAST,,C,300.0,,,10.4,,BCC,BCC,,,,,,,590.0,,,,,122.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1080/14786435.2015.1028506,,,,,,
Hf0.26Nb1Ta1Ti0.578Zr0.416,CAST,,C,25.0,,,10.4,,BCC,BCC,,,,,,,845.0,,,,,122.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1080/14786435.2015.1028506,,,,,,
Hf0.333Nb0.333Ta0.333Ti1Zr0.667,CAST,,T,25.0,,,8.2,,BCC,BCC,,,,,,301.0,903.0,990.0,,120.7317073,,103.0,,,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1063/1.4966659,,,,301,,
Hf0.5Mo0.5Nb1Si0.1Ti1Zr1,CAST,,C,25.0,,,7.7,,other,BCC+Sec.,,,,,,442.0,1350.0,2150.0,,279.2207792,,,,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1016/j.jallcom.2015.11.091,,,,442,,
Hf0.5Mo0.5Nb1Si0.3Ti1Zr1,CAST,,C,25.0,,,7.5,,other,BCC+Sec.,,,,,,494.0,1370.0,1950.0,,260.0,,,,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1016/j.jallcom.2015.11.091,,,,494,,
Hf0.5Mo0.5Nb1Si0.5Ti1Zr1,CAST,,C,25.0,,,7.2,,other,BCC+Sec.,,,,,,524.0,1600.0,1900.0,,263.8888889,,,,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1016/j.jallcom.2015.11.091,,,,524,,
